id_unik,prompt,versjon,id,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,sikkerhet,kommentar,kildefil
B:P1-010,P1,B,P1-010,K3|K4,Internasjonalt,Husholdninger og matsikkerhet,En kunnskapsoversikt fant at mekanismene mellom resilienskapasitet og matsikkerhetsutfall ofte ikke ble undersøkt eksplisitt i empiriske analyser.,forskningsfunn,,,2019,https://doi.org/10.1007/s12571-019-00968-1,"S05: Ansah, Gardebroek & Ihle; Food Security 11:1187–1203",2019-08-28,Abstract og konklusjon,are barely explicitly considered in empirical analyses,sekundær,godt_dokumentert,"Gjelder litteraturen gjennomgått frem til 2019, i stor grad utenfor Norden.",P1-B-begreper.md
B:P1-011,P1,B,P1-011,K1|K2|K3|K4,Internasjonalt,Samfunn og husholdninger,Katastrofelitteraturen beskriver sosiale nettverk som viktige for tilgang til ressurser og for overlevelse og gjenoppbygging etter katastrofer.,forskningsfunn,,,2015,https://journals.sagepub.com/doi/10.1177/0002764214550299,S06: Aldrich & Meyer; American Behavioral Scientist 59(2):254–269,2015; online 2014,Abstract,social capital and networks in disaster survival and recovery,sekundær,godt_dokumentert,Sterk generell katastrofelitteratur; matspesifikk nordisk overføring er mindre direkte.,P1-B-begreper.md
B:P1-012,P1,B,P1-012,K2|K3|K4,Internasjonalt,Samfunn og husholdninger,Tett sosial kapital kan også ha negative eller ekskluderende konsekvenser i katastrofer.,forskningsfunn,,,2015,https://journals.sagepub.com/doi/10.1177/0002764214550299,S06: Aldrich & Meyer; American Behavioral Scientist 59(2):254–269,2015; online 2014,"OnlineFirst, avsnitt om negative sider ved bonding",negative consequences in disasters,sekundær,godt_dokumentert,Motbeviser en enkel antakelse om at mer sosial kapital alltid er bedre.,P1-B-begreper.md
B:P1-013,P1,B,P1-013,K1|K3,Nederland,Åkerbruk,En studie av nederlandske åkerbrukere fant at sosial kapital og læring var relatert til bønders adaptive resiliens.,forskningsfunn,71,spørreskjemadeltakere,2018–2019,https://doi.org/10.1016/j.agsy.2022.103385,S07: Slijper mfl.; Agricultural Systems 198:103385,2022,Abstract og metode,social capital and learning help farmers to adapt,primær,delvis,Observasjonsdesign og flere kvalitative datakilder; ikke randomisert kausal effekt.,P1-B-begreper.md
B:P1-014,P1,B,P1-014,K1|K3|K4,Sverige,Kolonihager og småskala produksjon,"Sosialøkologisk kunnskap i Stockholms kolonihager ble videreført gjennom praksis, muntlig kommunikasjon og kollektive vaner.",forskningsfunn,,,2010,https://doi.org/10.1016/j.gloenvcha.2010.01.001,"S08: Barthel, Folke & Colding; Global Environmental Change 20(2):255–265",2010,Abstract; s. 255,"retained and transmitted by imitation of practices, oral communication and collective rituals and habits",primær,delvis,Dokumenterer overføringsmekanisme; ikke effekten på mattilgang under en nasjonal krise.,P1-B-begreper.md
B:P1-015,P1,B,P1-015,K1|K3,Sverige; generell håndverkskontekst,Praktisk håndverk,Praksisbasert forskning viser at deler av håndverkskompetanse er vanskelig å sette fullstendig ord på og derfor ikke uten videre kan overføres gjennom skriftlig dokumentasjon.,forskningsfunn,,,2021,https://journals.oslomet.no/formakademisk/article/view/4402,S22: Westerlund; FormAkademisk 14(2),2021-05-10,Abstract,knowledge that is difficult to put into words,primær,delvis,Ikke matspesifikk; brukes kun til å belyse mekanismen bak taus kunnskap.,P1-B-begreper.md
B:P1-016,P1,B,P1-016,K1|K3,Danmark; Bornholm,Frukt- og grønnsaksproduksjon,Intervjuede aktører knyttet tap av tidligere planteproduksjonskompetanse til strukturutvikling og spesialisering i animalsk produksjon.,forskningsfunn,,,2021–2022,https://pub.norden.org/temanord2022-528/,"S09: Vestergård mfl.; Nordisk ministerråd, TemaNord 2022:528",2022-05-03,Kap. 4; Udfordringer og barrierer; En begrænset produktion af grønsager og frugt,forsvandt med strukturudviklingen og specialiseringen indenfor animalsk produktion,primær,delvis,"Retrospektiv aktørforklaring, ikke kontrollert kausal analyse.",P1-B-begreper.md
B:P1-017,P1,B,P1-017,K1,Finland,Primærproduksjon; sesongarbeid,Eksperter beskrev at bortfall av utenlandsk sesongarbeidskraft under COVID-19 ikke fullt ut ble erstattet med innenlandsk arbeidskraft.,forskningsfunn,9,ekspertintervjuer,2021; hendelse 2020,https://doi.org/10.1007/s10669-022-09889-5,"S10: Rimhanen, Aakkula, Aro & Rikkonen; Environment Systems and Decisions 43:143–160",2023-01-02,Avsnitt 3.1,the deficit could not be fully compensated by domestic labour,primær,delvis,Indikerer funksjonell arbeidskraft-/kompetansesårbarhet; isolert ferdighetseffekt er ikke beregnet.,P1-B-begreper.md
B:P1-018,P1,B,P1-018,K2|K3,Finland,Koordinering i matkjeden,Ekspertene knyttet informasjonsdeling og samarbeid til raskere beslutningstaking og evne til å endre prosesser under forstyrrelser.,forskningsfunn,,,2021,https://doi.org/10.1007/s10669-022-09889-5,"S10: Rimhanen, Aakkula, Aro & Rikkonen; Environment Systems and Decisions 43:143–160",2023-01-02,Avsnitt 3.2,"quick decision making, and processes to be changed",primær,delvis,Kvalitativ mekanismebeskrivelse.,P1-B-begreper.md
B:P1-019,P1,B,P1-019,K1|K3,Finland,Primærproduksjon,Den finske systemanalysen beskriver at sentralisering og spesialisering kan øke oppdatert profesjonalisme og praktiske ledelsesferdigheter.,forskningsfunn,9,ekspertintervjuer,2021,https://doi.org/10.5751/ES-17231-310223,"S11: Rikkonen, Aro, Rosengren & Rimhanen; Ecology and Society 31(2):23",2026,"Results, subsystem 3, avsnitt 219",centralization and specialization generate up-to-date professionalism and practical management skills,primær,delvis,Ekspertbasert causal-loop-modell; ikke estimert kausal parameter.,P1-B-begreper.md
B:P1-020,P1,B,P1-020,K1|K2|K3,Finland,Primærproduksjon og handel,Samme analyse beskriver at spesialisering og eksportorientering samtidig kan redusere systemmangfold og strukturell redundans.,forskningsfunn,,,2021,https://doi.org/10.5751/ES-17231-310223,"S11: Rikkonen, Aro, Rosengren & Rimhanen; Ecology and Society 31(2):23",2026,"Results, subsystem 4, avsnitt 257",reducing overall system diversity,primær,delvis,Dokumenterer motvirkende mekanismer i samme modell.,P1-B-begreper.md
B:P1-021,P1,B,P1-021,K1|K3,Sverige,Restaurantsektor og konservering,Kvalifisert personell ble identifisert som en begrensning for lagring og konservering i svenske restaurantvirksomheter.,forskningsfunn,17,intervjudeltakere,2023–2024,https://www.researchgate.net/publication/391499283_New_Nordic_Cuisine_in_practice_Storage_and_preservation_practices_as_a_means_for_a_resilient_restaurant_sector,S12: Sundqvist & Marshall; International Journal of Gastronomy and Food Science 40:101193,2025-05-06,Abstract; metode og resultater,recruitment of skilled staff,primær,delvis,17 deltakere fra 15 organisasjoner; kvalitativ studie.,P1-B-begreper.md
B:P1-022,P1,B,P1-022,K1|K3,Sverige,Restaurantsektor og konservering,Studien gir et konkret eksempel på tap av operativ kunnskap når personer med ansvar for konserveringsprosjekter forlater virksomheten.,forskningsfunn,,,2023–2024,https://www.researchgate.net/publication/391499283_New_Nordic_Cuisine_in_practice_Storage_and_preservation_practices_as_a_means_for_a_resilient_restaurant_sector,S12: Sundqvist & Marshall; International Journal of Gastronomy and Food Science 40:101193,2025-05-06,Avsnitt 6.2; s. 7,past preservation projects are left on the shelves,primær,delvis,Illustrerer personavhengighet; kan ikke generaliseres til hele restaurantsektoren.,P1-B-begreper.md
B:P1-023,P1,B,P1-023,K4|K3,Sverige,Husholdninger,Svenske matlagringspraksiser formes av kompetanser sammen med materielle forhold og verdier knyttet til mat og lagring.,forskningsfunn,139,spørreskjemasvar,2019–2020,https://www.researchgate.net/publication/354238706_Prepared_for_a_crisis_and_the_unexpected_managing_everyday_eventualities_through_food_storage_practices,"S13: Marshall; Food, Culture & Society 26(2):305–326",2023; online 2021-08-31,Abstract; metode s. 4–5,"challenged by normalized storage spaces, skills, and values attached to food and food storage",primær,delvis,Praksisstudie; måler ikke ernærings- eller mattilgangseffekt under langvarig krise.,P1-B-begreper.md
B:P1-024,P1,B,P1-024,K3|K4,Norge,Husholdninger; strøm og IKT,Norske husholdninger mobiliserte tidligere erfaringer og lokal kunnskap i håndteringen av strøm- og IKT-bortfall.,forskningsfunn,,,2020,https://ideas.repec.org/a/eee/enepol/v144y2020ics0301421520304055.html,S14: Heidenstrøm & Throne-Holst; Energy Policy 144:111676,2020,Abstract,"used skills from previous experiences, local knowledge on infrastructure and weather",primær,delvis,Ikke en matspesifikk effektstudie; relevant for husholdningers generelle krisekompetanse.,P1-B-begreper.md
B:P1-025,P1,B,P1-025,K1|K2,Internasjonalt,Produksjon og logistikk,"Just-in-time er forbundet med lave lagernivåer, men inngår i systemer som også kan bygge på tett koordinering og informasjonsflyt.",definisjon,,,2023,https://one.oecd.org/document/TAD/CA/APM/WP(2022)26/FINAL/en/pdf,S15: OECD; Building system-wide resilience in agro-food value chains,2023-07-17,S. 14–15; avsnitt 40–43,kept as low as possible,sekundær,godt_dokumentert,Litteraturgjennomgang; JIT må ikke likestilles med alle former for lean eller lav bemanning.,P1-B-begreper.md
B:P1-026,P1,B,P1-026,K1|K2,Internasjonalt,Agro-matverdikjeder,OECD fant begrenset entydig empirisk evidens for nettoeffekten av markedskonsentrasjon og just-in-time på matverdikjeders resiliens.,forskningsfunn,,,2023,https://one.oecd.org/document/TAD/CA/APM/WP(2022)26/FINAL/en/pdf,S15: OECD; Building system-wide resilience in agro-food value chains,2023-07-17,S. 24–25; avsnitt 79–81,limited conclusive empirical evidence,sekundær,godt_dokumentert,Godt dokumentert som konklusjon i oversikten; selve kausalforholdet er omstridt.,P1-B-begreper.md
B:P1-027,P1,B,P1-027,K2|K4,Norge,Samfunn og beredskap,Norsk offentlig begrepsbruk definerer beredskap som planlagte og forberedte tiltak for å håndtere uønskede hendelser og begrense konsekvenser.,definisjon,,,2020,https://www.regjeringen.no/no/dokumenter/meld.-st.-5-20202021/id2770928/?ch=1,S16: Justis- og beredskapsdepartementet; Meld. St. 5 (2020–2021),2020-10-16,Kapittel 1; boks 1.1; Beredskap,planlagte og forberedte tiltak,primær,godt_dokumentert,"Offisiell definisjon, ikke effektmåling.",P1-B-begreper.md
B:P1-028,P1,B,P1-028,K2,Norge,Kritiske samfunnsfunksjoner,Samfunnssikkerhet omfatter samfunnets evne til å beskytte sentrale verdier og funksjoner mot alvorlige hendelser.,definisjon,,,2020,https://www.regjeringen.no/no/dokumenter/meld.-st.-5-20202021/id2770928/?ch=1,S16: Justis- og beredskapsdepartementet; Meld. St. 5 (2020–2021),2020-10-16,Kapittel 1; boks 1.1; Samfunnssikkerhet,truer grunnleggende verdier og funksjoner,primær,godt_dokumentert,Bredere begrep enn forsyningssikkerhet.,P1-B-begreper.md
B:P1-029,P1,B,P1-029,K2,Norge,Sivil-militært samarbeid,Norsk totalforsvar fremhever gjensidig støtte og samarbeid mellom sivile og militære ressurser.,definisjon,,,2020,https://www.regjeringen.no/no/dokumenter/meld.-st.-5-20202021/id2770928/?ch=1,S16: Justis- og beredskapsdepartementet; Meld. St. 5 (2020–2021),2020-10-16,Kapittel 1; boks 1.1; Totalforsvaret,støtte og samarbeid mellom sivile og militære ressurser,primær,godt_dokumentert,Definisjon av organisasjonsprinsipp; ikke måling av samvirkekvalitet.,P1-B-begreper.md
B:P1-030,P1,B,P1-030,K2,Sverige,Sivilt og militært forsvar,Svensk lov definerer totalforsvar med en eksplisitt funksjon knyttet til å forberede Sverige på krig.,definisjon,,,1992; konsolidert lov,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/svensk-forfattningssamling/lag-19921403-om-totalforsvar-och-hojd_sfs-1992-1403/,S17: Sveriges riksdag; Lag (1992:1403) om totalförsvar och höjd beredskap,1992-12-17,1 §,verksamhet som behövs för att förbereda Sverige för krig,primær,godt_dokumentert,Totalforsvar omfatter sivilt og militært forsvar; andre bestemmelser omhandler også bruk av ressurser ved alvorlige påkjenninger.,P1-B-begreper.md
B:P1-031,P1,B,P1-031,K1|K2|K3|K4,Finland,Hele samfunnet,"Finsk helhetlig sikkerhet er en samarbeidsmodell der vitale samfunnsfunksjoner ivaretas av myndigheter, næringsliv, organisasjoner og innbyggere.",definisjon,,,2025,https://turvallisuuskomitea.fi/en/comprehensive-security/,S18: Turvallisuuskomitea / Security Committee; Comprehensive security,2025-strategi; nettside kontrollert 2026-09-15,What is comprehensive security?,foundation of resilience in Finnish society,primær,godt_dokumentert,Beskriver offisiell sikkerhetsmodell.,P1-B-begreper.md
B:P1-032,P1,B,P1-032,K2|K3|K4,Finland,Samfunn og individer,"Den finske modellen gjør individers funksjonsevne, kunnskap og ferdigheter til en uttrykkelig bestanddel av samfunnets resiliensgrunnlag.",definisjon,,,2025,https://turvallisuuskomitea.fi/en/comprehensive-security/,S18: Turvallisuuskomitea / Security Committee; Comprehensive security,2025-strategi; nettside kontrollert 2026-09-15,Avsnittet om individuals,"knowledge, skills and security-strengthening attitude",primær,godt_dokumentert,Institusjonell definisjon; ikke en estimert individuell effekt.,P1-B-begreper.md
B:P1-033,P1,B,P1-033,K1|K2,Finland,Kritiske forsyninger og organisasjoner,"Finsk forsyningssikkerhet omfatter kontinuitet i kritisk produksjon, tjenester, organisasjoner og nettverk og er bredere enn rene materielle lagre.",definisjon,,,2026; kontrollår,https://www.huoltovarmuuskeskus.fi/en/security-of-supply,S19: National Emergency Supply Agency / Huoltovarmuuskeskus; Security of supply,u.å.; kontrollert 2026-09-15,Security of supply; avsnitt om kontinuitet,continued operation of organisations and networks,primær,godt_dokumentert,Begrepet er ikke synonymt med nasjonal selvforsyningsgrad.,P1-B-begreper.md
B:P1-034,P1,B,P1-034,K2,Danmark,Samfunnsviktige forsyninger,Dansk forsyningssikkerhet beskrives som evnen til rettidig å skaffe nødvendige ressurser for å levere kjerneytelser eller løse kjerneoppgaver.,definisjon,,,2024,https://samsik.dk/wp-content/uploads/2025/10/Koncept-for-laeringsopsamlinger-Forsyningskritiske-haendelser.pdf,S20: Styrelsen for Forsyningssikkerhed; Koncept for læringsopsamlinger: Forsyningskritiske hændelser,2024-06,S. 4; avsnitt 2,rettidigt kan tilvejebringe de nødvendige ressourcer,primær,godt_dokumentert,Offisiell dansk definisjon i dokumentets kontekst.,P1-B-begreper.md
B:P1-035,P1,B,P1-035,K2|K3,Danmark,Myndigheter og forsyningsaktører,Det danske konseptet beskriver systematisk læringsoppsamling fra forsyningskritiske hendelser som en del av beredskapsarbeidet.,fakta,,,2024,https://samsik.dk/wp-content/uploads/2025/10/Koncept-for-laeringsopsamlinger-Forsyningskritiske-haendelser.pdf,S20: Styrelsen for Forsyningssikkerhed; Koncept for læringsopsamlinger: Forsyningskritiske hændelser,2024-06,S. 3; avsnitt 1; se også s. 8,læringer fra hændelser opsamles og anvendes,primær,godt_dokumentert,"Dokumenterer organisert læringsprosess, ikke at læringen faktisk gir et bestemt forsyningsutfall.",P1-B-begreper.md
B:P1-036,P1,B,P1-036,K2,Island,Sivilbeskyttelse og krisehåndtering,Islandsk almannavarnir dekker bred sivilbeskyttelse og beredskap mot både natur- og menneskeskapte hendelser og andre alvorlige kriser.,definisjon,,,2026; kontrollår,https://www.almannavarnir.is/english/general-information/the-civil-protection-act/,S21: Almannavarnadeild ríkislögreglustjóra; The Civil Protection Act / Civil Protection information,u.å.; kontrollert 2026-09-15,Innledende formålsbeskrivelse,"natural catastrophes or from human actions, epidemics, military action or other causes",primær,godt_dokumentert,Sivilbeskyttelse er ikke dokumentert som en direkte terminologisk ekvivalent til finsk comprehensive security.,P1-B-begreper.md
B:P1-037,P1,B,P1-037,K2|K3,Internasjonalt,Styring og kunnskapsproduksjon,Kritisk resiliensforskning argumenterer for at makt og konkurrerende verdier må behandles som interne deler av sosialøkologiske systemer.,tolkning,,,2012,https://journals.sagepub.com/doi/10.1177/0309132511425708,S23: Cote & Nightingale; Progress in Human Geography 36(4):475–489,2012; online 2011-12-02,Abstract,"power and competing value systems are not external to, but rather integral to",primær,omstridt,"Originalt teoretisk kritikkbidrag; omstridt viser til faglig posisjon, ikke usikker kildegjengivelse.",P1-B-begreper.md
