cell_id,profile_id,aggregation_class,geography_id,geography_label,axis_bindings_json,value_chain_stage_id,value_chain_stage_label,domain_id,domain_label,legacy_field_id,legacy_field_label,cell_tier,parent_cell_id,child_dimension_bindings_json,child_specification_state,required_child_dimensions_json,required_child_cell_ids_json,required_units_json,system_boundary_question,population_definition_json,required_readiness_profile,taxonomy_version,active
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=distribution.wholesale,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.distribution.wholesale""}]",stage.distribution.wholesale,Wholesale,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=inputs.production_inputs,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.inputs.production_inputs""}]",stage.inputs.production_inputs,Production inputs,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=inputs.resource_base,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.inputs.resource_base""}]",stage.inputs.resource_base,Natural resource base,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=market.direct_sales,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.market.direct_sales""}]",stage.market.direct_sales,Direct sales,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=market.foodservice_horeca,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.market.foodservice_horeca""}]",stage.market.foodservice_horeca,Food service and HORECA,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=market.public_procurement,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.market.public_procurement""}]",stage.market.public_procurement,Public procurement,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=market.redistribution,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.market.redistribution""}]",stage.market.redistribution,Redistribution,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=market.retail,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.market.retail""}]",stage.market.retail,Retail,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=primary.agriculture_crop,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.agriculture_crop""}]",stage.primary.agriculture_crop,Crop agriculture,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=primary.agriculture_livestock,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.agriculture_livestock""}]",stage.primary.agriculture_livestock,Livestock agriculture,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=primary.aquaculture,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.aquaculture""}]",stage.primary.aquaculture,Aquaculture,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=primary.fisheries,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.fisheries""}]",stage.primary.fisheries,Fisheries,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=primary.horticulture,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.horticulture""}]",stage.primary.horticulture,Horticulture,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=primary.reindeer_husbandry,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.reindeer_husbandry""}]",stage.primary.reindeer_husbandry,Reindeer husbandry,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=primary.wild_harvest,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.primary.wild_harvest""}]",stage.primary.wild_harvest,Wild harvest,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=processing.food_manufacturing,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.food_manufacturing""}]",stage.processing.food_manufacturing,Food manufacturing,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=processing.ingredient_production,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.ingredient_production""}]",stage.processing.ingredient_production,Ingredient production,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
cov.v1.profile=canonical_political_macro.geography=ax.domains=biodiversity_ecosystems.value_chain_stages=processing.initial_processing,profile.canonical_political_macro,political_nordic,geo.ax,Åland,"[{""dimension"":""domains"",""valueId"":""domain.biodiversity_ecosystems""},{""dimension"":""valueChainStages"",""valueId"":""stage.processing.initial_processing""}]",stage.processing.initial_processing,Initial processing,domain.biodiversity_ecosystems,Biodiversity and ecosystems,,,tier_1_macro,,[],unknown,"[""subnational_geography"",""commodity"",""actor"",""flow"",""outcome"",""period"",""metric"",""relationship"",""knowledge_object""]",[],[],"What is included, excluded and crossing this cell boundary?","{""definition"":null,""notApplicableReason"":null,""state"":""unknown""}",internal_analysis,1.0.0,true
