source_path,import_file_path,source_top_folder,filename,current_title,analysis_title,analysis_title_source,remediation_suggested_title,proposed_doc_type,typed_layer_candidate,recommended_target,confidence,reason,primary_signals,caution_flags,score_source_doc,score_report,score_thesis,review_status,action,notes
"Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Stockeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category - vegconomist - the vegan business magazine.pdf",incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/4f4994d86f-stockeld-dreamery-shuts-down-citing-a-decline-in-the-plant-based-category-vegconomist-the-vegan-business-magazine.pdf,05_Foodtech_Alt_Protein_And_Innovation,"Stockeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category - vegconomist - the vegan business magazine.pdf","Stockeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category - vegconomist - the vegan business magazine","Stockeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category - vegconomist - the vegan business magazine",import_summary,,report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename references vegconomist; title/filename uses magazine language; title/filename reads like commentary or market coverage.,title/filename references vegconomist | title/filename uses magazine language | title/filename reads like commentary or market coverage | title/filename uses shutdown news language | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,32,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Sweden's Hooked Foods Closes Down After Seven Years of Operations - vegconomist - the vegan business magazine.pdf,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/082f2937bd-sweden-s-hooked-foods-closes-down-after-seven-years-of-operations-vegconomist-the-vegan-business-magazine.pdf,05_Foodtech_Alt_Protein_And_Innovation,Sweden's Hooked Foods Closes Down After Seven Years of Operations - vegconomist - the vegan business magazine.pdf,Sweden's Hooked Foods Closes Down After Seven Years of Operations - vegconomist - the vegan business magazine,Sweden's Hooked Foods Closes Down After Seven Years of Operations - vegconomist - the vegan business magazine,import_summary,,report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename references vegconomist; title/filename uses magazine language; title/filename uses closure or news language.,title/filename references vegconomist | title/filename uses magazine language | title/filename uses closure or news language | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,27,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Swedish foodtech startup restructures through acquisition after bankruptcy filing - ArcticStartup.pdf,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/62db8399fd-swedish-foodtech-startup-restructures-through-acquisition-after-bankruptcy-filing-arcticstartup.pdf,05_Foodtech_Alt_Protein_And_Innovation,Swedish foodtech startup restructures through acquisition after bankruptcy filing - ArcticStartup.pdf,Swedish foodtech startup restructures through acquisition after bankruptcy filing - ArcticStartup,Swedish foodtech startup restructures through acquisition after bankruptcy filing - ArcticStartup,import_summary,,report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename references ArcticStartup; title/filename uses acquisition language; title/filename uses bankruptcy news language.,title/filename references ArcticStartup | title/filename uses acquisition language | title/filename uses bankruptcy news language | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,25,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Swedish vertical farming company Plantagon International bankrupt.pdf,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/0dc83513b4-swedish-vertical-farming-company-plantagon-international-bankrupt.pdf,05_Foodtech_Alt_Protein_And_Innovation,Swedish vertical farming company Plantagon International bankrupt.pdf,Swedish vertical farming company Plantagon International bankrupt,Swedish vertical farming company Plantagon International bankrupt,import_summary,,report,report-or-source,SourceDoc,medium,Source-material signals lead this recommendation: title/filename uses bankruptcy news language; review metadata typed_layer_candidate=report-or-source.,title/filename uses bankruptcy news language | review metadata typed_layer_candidate=report-or-source,,6,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/The Nordic alternative protein research ecosystem - GFI Europe.pdf,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/559ac48dbd-the-nordic-alternative-protein-research-ecosystem-gfi-europe.pdf,05_Foodtech_Alt_Protein_And_Innovation,The Nordic alternative protein research ecosystem - GFI Europe.pdf,The Nordic alternative protein research ecosystem - GFI Europe,The Nordic alternative protein research ecosystem - GFI Europe,import_summary,,report,report-or-source,SourceDoc,high,Source-material signals lead this recommendation: title/filename references GFI Europe; title is formatted like a web or page capture; review metadata typed_layer_candidate=report-or-source.,title/filename references GFI Europe | title is formatted like a web or page capture | review metadata typed_layer_candidate=report-or-source,,15,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Vegan Cheese Startup Stockeld Dreamery Shuts As Plant-Based Decline Foils Funding Plans.pdf,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/28730e1058-vegan-cheese-startup-stockeld-dreamery-shuts-as-plant-based-decline-foils-funding-plans.pdf,05_Foodtech_Alt_Protein_And_Innovation,Vegan Cheese Startup Stockeld Dreamery Shuts As Plant-Based Decline Foils Funding Plans.pdf,Vegan Cheese Startup Stockeld Dreamery Shuts As Plant-Based Decline Foils Funding Plans,Vegan Cheese Startup Stockeld Dreamery Shuts As Plant-Based Decline Foils Funding Plans,import_summary,,report,report-or-source,SourceDoc,medium,Source-material signals lead this recommendation: title/filename reads like commentary or market coverage; review metadata typed_layer_candidate=report-or-source.,title/filename reads like commentary or market coverage | review metadata typed_layer_candidate=report-or-source,,6,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Ynsect_ how the world leader in insects ended up in receivership — ONEI.pdf,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/18fe1d39ba-ynsect-how-the-world-leader-in-insects-ended-up-in-receivership-onei.pdf,05_Foodtech_Alt_Protein_And_Innovation,Ynsect_ how the world leader in insects ended up in receivership — ONEI.pdf,Ynsect: how the world leader in insects ended up in receivership — ONEI,Ynsect: how the world leader in insects ended up in receivership — ONEI,import_summary,,report,report-or-source,Report,low,Report-oriented signals lead this recommendation: review metadata proposed doc_type=report; review metadata typed_layer_candidate=report-or-source.,review metadata proposed doc_type=report | review metadata typed_layer_candidate=report-or-source,,1,3,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/06_Company_And_Annual_Reports/2021 Impact Report ENG.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/72a18173d8-2021-impact-report-eng.pdf,06_Company_And_Annual_Reports,2021 Impact Report ENG.pdf,2021 Impact Report ENG,2021 Impact Report ENG,import_summary,,annual_report,report,Report,high,Report-oriented signals lead this recommendation: title/filename matches impact report language; review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report.,title/filename matches impact report language | review metadata proposed doc_type=annual_report | review metadata typed_layer_candidate=report | title/filename uses report language | source folder is company-and-annual-reports,,0,28,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/06_Company_And_Annual_Reports/2022 Impact Report ENG.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/01bdfb4dbe-2022-impact-report-eng.pdf,06_Company_And_Annual_Reports,2022 Impact Report ENG.pdf,2022 Impact Report ENG,2022 Impact Report ENG,import_summary,,annual_report,report,Report,high,Report-oriented signals lead this recommendation: title/filename matches impact report language; review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report.,title/filename matches impact report language | review metadata proposed doc_type=annual_report | review metadata typed_layer_candidate=report | title/filename uses report language | source folder is company-and-annual-reports,,0,28,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/06_Company_And_Annual_Reports/2023 Impact Report ENG-NA.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/7b0646623b-2023-impact-report-eng-na.pdf,06_Company_And_Annual_Reports,2023 Impact Report ENG-NA.pdf,2023 Impact Report ENG NA,2023 Impact Report ENG NA,import_summary,,annual_report,report,Report,high,Report-oriented signals lead this recommendation: title/filename matches impact report language; review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report.,title/filename matches impact report language | review metadata proposed doc_type=annual_report | review metadata typed_layer_candidate=report | title/filename uses report language | source folder is company-and-annual-reports,,0,28,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/06_Company_And_Annual_Reports/2024 Environmental Footprint Report ENG.pdf,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/37157a71fd-2024-environmental-footprint-report-eng.pdf,06_Company_And_Annual_Reports,2024 Environmental Footprint Report ENG.pdf,Environmental footprint of the food saved by Too Good To Go V1.1,Environmental footprint of the food saved by Too Good To Go V1.1,import_summary,,annual_report,report,Report,high,Report-oriented signals lead this recommendation: review metadata proposed doc_type=annual_report; review metadata typed_layer_candidate=report; title/filename uses report language. Caution: title-remediation weak-title flags: artifact_label.,review metadata proposed doc_type=annual_report | review metadata typed_layer_candidate=report | title/filename uses report language | source folder is company-and-annual-reports,title-remediation weak-title flags: artifact_label,0,18,0,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
